dataset,method,seed,head,m,documents,kernel_nmse,output_nmse,negative_kernel_fraction,nonpositive_denominator_fraction,invalid_output_rows,row_l1,denominator_nmse,near_cancellation_fraction
internal,sderf,1120,"[27, 6]",64,256,1.5820326960598718,2.5990101144170183,0.0,0.0,0,1.5377443042444519,1.0669709837399262,0.0
internal,sderf,1157,"[14, 0]",64,256,195.08052022288024,5.159957409773996,0.0,0.0,0,1.0076753111823875,115.63136930373031,0.0
internal,sderf,1157,"[14, 6]",64,256,12.577262534927772,2.460019509920986,0.0,0.0,0,1.2332474866624035,7.256142353603846,0.0
internal,sderf,1157,"[27, 0]",64,256,11.561781158270195,0.7835065679068725,0.0,0.0,0,1.503285437498312,7.42464143395636,0.0
internal,sderf,1157,"[27, 6]",64,256,2440.041631671007,1.727895225305808,0.0,0.0,0,1.4974590849562432,486.66749932870584,0.0
internal,aderf,1009,"[14, 0]",64,256,2484.0061264977794,1.45933802467342,0.0,0.0,0,0.3599963342484474,1463.4278775436326,0.0
internal,aderf,1009,"[14, 6]",64,256,1.9012611170057674,1.388560332399019,0.0,0.0,0,0.9628595723924764,1.89513596932235,0.0
internal,aderf,1009,"[27, 0]",64,256,1.1744814878804797,0.6765435995262505,0.0,0.0,0,1.40262327008487,1.0930844562470783,0.0
internal,aderf,1009,"[27, 6]",64,256,2.7406730240658996,3.0187955558955357,0.0,0.0,0,1.5488806887491908,1.3038640693322605,0.0
internal,aderf,1046,"[14, 0]",64,256,7705.454633976685,1.8153399734374849,0.0,0.0,0,0.4670281694010671,4520.6491889925965,0.0
internal,aderf,1046,"[14, 6]",64,256,1.3632652359284625,1.6884716920140783,0.0,0.0,0,1.092618854214859,1.5279871141572352,0.0
internal,aderf,1046,"[27, 0]",64,256,1.1031958905406172,0.7695141659738375,0.0,0.0,0,1.5046705328233005,1.051455895217404,0.0
internal,aderf,1046,"[27, 6]",64,256,1.0519293607973594,2.769557572951288,0.0,0.0,0,1.545643421030276,1.026125631508436,0.0
internal,aderf,1083,"[14, 0]",64,256,13.81424171325863,3.378021493248524,0.0,0.0,0,0.8395905032014909,10.488154717355371,0.0
internal,aderf,1083,"[14, 6]",64,256,1.4613380591449103,1.3077530290988735,0.0,0.0,0,0.9208655883033885,1.1599293328824298,0.0
internal,aderf,1083,"[27, 0]",64,256,1.3618763358620944,0.7052124296476328,0.0,0.0,0,1.4376524132324664,1.2694071353092824,0.0
