dataset,n,head,method,seed,m,log_nmse,nmse,log_cross_over_energy,log_prediction_energy_ratio
internal,131072,"[14, 0]",centered_favor_plus,1046,32,0.6660291932251191,1.9464928080008923,-3.81966489807351,-0.009683626989636096
internal,131072,"[14, 0]",centered_favor_plus,1046,64,0.48554283819927824,1.6250569124251628,-3.825994038514022,-0.4024938841061303
internal,131072,"[14, 0]",centered_favor_plus,1046,128,1.0859137355121085,2.9621451998109714,-2.449113610449169,0.7584129778381943
internal,131072,"[14, 0]",centered_favor_plus,1083,16,0.5610071478463607,1.7524365745271233,-5.443367141106674,-0.2730084362225007
internal,131072,"[14, 0]",centered_favor_plus,1083,32,0.19954123412634797,1.2208425487690422,-5.026261799491742,-1.4525660177510993
internal,131072,"[14, 0]",centered_favor_plus,1083,64,0.052691774062353355,1.0541046926352713,-5.295143078688874,-2.746741873437683
internal,131072,"[14, 0]",centered_favor_plus,1083,128,0.30669639638153734,1.3589283298777435,-3.6876947254726016,-0.89407043779193
internal,131072,"[14, 0]",centered_favor_plus,1120,16,2.709533883228361,15.0222717499053,-2.382929476669796,2.6537229368714694
internal,131072,"[14, 0]",centered_favor_plus,1120,32,1.494790046391134,4.458400397323461,-3.05320728386406,1.267740231731704
internal,131072,"[14, 0]",centered_favor_plus,1120,64,6.528821838073765,684.5911769167758,-2.8605961661242265,6.527527483148436
internal,131072,"[14, 0]",centered_favor_plus,1120,128,5.147476370781602,171.99688579071469,-3.0264322393693135,5.142212309068132
internal,131072,"[14, 0]",centered_favor_plus,1157,16,0.2784671222179845,1.3211031697399234,-5.16606213689321,-1.1010637938996535
internal,131072,"[14, 0]",centered_favor_plus,1157,32,0.09389323944399214,1.0984424693282602,-4.838977469603584,-2.169167090854213
internal,131072,"[14, 0]",centered_favor_plus,1157,64,0.046171811488420304,1.0472543258252487,-4.298169457409308,-2.5977461972172335
internal,131072,"[14, 0]",centered_favor_plus,1157,128,2.817678702166831,16.7379517704623,-2.846336446981491,2.7634259356427187
internal,131072,"[14, 0]",sderf,1009,16,8.34238433294408,4198.087456012545,0.34377779710431966,8.34281789605145
