dataset,factor2,head,head_index,idiv_per_mass,logcosh,m,method,output_nmse,row_l1,seed_count,seed_max,seed_mean,seed_median,seed_min,source
internal,0.14452285766601564,L27H6,3,2.906217431731247,1.7701559088610896,64,balanced_sderf_orf,,,10,2020.2356649718818,296.73882955260945,24.242012787733245,3.3297894396791565,product
internal,0.023847103118896484,L14H0,0,8.263219058211114,5.538862413086312,64,balanced_sderf_sobol,,,10,496.69821884212286,60.8931596723319,2.092882855867225,1.040654833677675,product
internal,0.03720006942749023,L14H6,1,7.747418559078203,4.484792362711858,64,balanced_sderf_sobol,,,10,184929.22080096,18521.24011007304,6.700664097329914,1.1492018300595692,product
internal,0.14699268341064453,L27H0,2,3.709070340567414,1.6488478794733132,64,balanced_sderf_sobol,,,10,20466.672225524322,2065.406724466813,22.255714483224487,2.645786257763799,product
internal,0.14861736297607422,L27H6,3,2.6688411470035023,1.6884482456073289,64,balanced_sderf_sobol,,,10,64.21015433051356,27.620111168078505,14.084594239624838,2.553925839446923,product
internal,0.12223920822143555,L14H0,0,10.563882144332142,2.716781111374905,64,balanced_sderf_sobol_mass,,,10,436501.39033185405,57053.77659074792,1864.8188641142115,34.72049237574044,product
internal,0.09256105422973633,L14H6,1,5.927698204078522,3.242294516267253,64,balanced_sderf_sobol_mass,,,10,11211.615138374409,1536.7396496046754,252.6088140915956,22.96468707684796,product
internal,0.17411403656005858,L27H0,2,3.7228585427165655,1.5528915054747507,64,balanced_sderf_sobol_mass,,,10,20795.10039174014,2109.1160758293872,31.80444877842097,3.513746676290053,product
internal,0.16816720962524415,L27H6,3,2.678794124988488,1.5901167614199656,64,balanced_sderf_sobol_mass,,,10,138.09572198649852,43.62371563495573,27.71774940655829,7.181068034485999,product
internal,0.07916037241617839,L14H0,0,18.3133298466788,3.59494986375859,64,beta15_shared,,,3,254703.94939281757,87216.0730408015,3982.568399295635,2961.701330291266,product
internal,0.04641532897949219,L14H6,1,5.088138751458165,4.104906138744514,64,beta15_shared,,,3,2477.3711673877224,1392.1977155805737,967.3752228952131,731.8467564587854,product
internal,0.11036332448323567,L27H0,2,2.358835794108917,1.9063038529919176,64,beta15_shared,,,3,5.444317582678932,2.6249685401053635,1.3396463954884423,1.0909416421487164,product
