dataset,samples_per_marginal,pairs_per_head,head,m,signed_floor_lower,signed_floor_upper,compression_residual_fraction,positive_nmse,partition_projection_nmse,mean_estimation_gap,positive_idiv_per_mass,train_galerkin_signed_nmse,train_anchor_nystrom_signed_nmse,log_raw_second_moment
moment_train,16384,268435456,L27H6,128,0.0005217300956887317,0.18251977485564264,0.1819980447599539,,0.5643883584278666,,,0.20364683565156214,0.4109999703120499,17.328562030817004
moment_train,65536,4294967296,L14H0,16,0.0008945025507527418,0.13533408553608628,0.13443958298533354,,0.2453426476035667,,,0.13533408553608742,0.16326351683549867,0.27311043126742973
moment_train,65536,4294967296,L14H0,32,0.00020420098787162378,0.13464378397320503,0.1344395829853334,,0.1841797117558727,,,0.13464378397320648,1.0788061244117375,0.27311043126742973
moment_train,65536,4294967296,L14H0,64,4.9506961947606237e-05,0.134489089947281,0.1344395829853334,,0.17027431386456762,,,0.13448908994728204,1.0862065676682247,0.27311043126742973
moment_train,65536,4294967296,L14H0,128,6.106129703071352e-06,0.13444568911503652,0.13443958298533346,,0.16594396432468633,,,0.13444568911503724,5.392514671081384,0.27311043126742973
moment_train,65536,4294967296,L14H6,16,0.006681448876644856,0.41194981910322237,0.4052683702265775,,0.43620737523505343,,,0.41194981910322015,0.4321901953505222,-1.7262627681234264
moment_train,65536,4294967296,L14H6,32,0.0031004886886682173,0.4083688589152458,0.40526837022657763,,0.4348614570005627,,,0.40836885891524344,0.43394592204658855,-1.7262627681234264
moment_train,65536,4294967296,L14H6,64,0.0010579649318307963,0.40632633515840844,0.40526837022657763,,0.43391235048198507,,,0.4063263351584061,0.43626214659308105,-1.7262627681234264
moment_train,65536,4294967296,L14H6,128,0.00015681523995030294,0.405425185466528,0.4052683702265777,,0.4333974178292656,,,0.4054251854665256,0.45528750104317234,-1.7262627681234264
moment_train,65536,4294967296,L27H0,16,0.05409043424062023,0.360955974274875,0.3068655400342548,,0.7183333255386327,,,0.36095597427487575,0.5957691106462987,12.267003278090232
moment_train,65536,4294967296,L27H0,32,0.02378278739581056,0.3306483274300653,0.3068655400342547,,0.7079022261975453,,,0.33064832743006606,0.8161974698429858,12.267003278090232
moment_train,65536,4294967296,L27H0,64,0.008125704423294538,0.3149912444575493,0.30686554003425476,,0.6990851828587703,,,0.3149912444575502,0.7456429888575937,12.267003278090232
moment_train,65536,4294967296,L27H0,128,0.0012587984558851191,0.3081243384901398,0.3068655400342547,,0.6923376036783567,,,0.3081243384901408,0.8002426493717915,12.267003278090232
moment_train,65536,4294967296,L27H6,16,0.02450256435246379,0.22628226079571126,0.20177969644324747,,0.7116316965218944,,,0.22628226079571134,0.4057252705531077,18.034670071371792
moment_train,65536,4294967296,L27H6,32,0.009516871424167359,0.21129656786741496,0.2017796964432476,,0.7020621820326194,,,0.21129656786741488,0.386370605243575,18.034670071371792
moment_train,65536,4294967296,L27H6,64,0.0027416940589514004,0.20452139050219878,0.2017796964432474,,0.6951182487637348,,,0.2045213905021987,0.3818100106476367,18.034670071371792
moment_train,65536,4294967296,L27H6,128,0.0003785896001482538,0.2021582860433956,0.20177969644324736,,0.6914521104966532,,,0.2021582860433959,0.42752085365034503,18.034670071371792
internal,8192,67108864,L14H0,16,0.0014793280269331786,0.18317702825501198,0.1816977002280788,0.32832385347008947,0.3097954599623613,0.018528393507728103,0.5631162995794291,0.20349257552474684,0.23397408770650024,0.21851374574271532
internal,8192,67108864,L14H0,32,0.0002727481763029828,0.1819704484043818,0.18169770022807882,0.24735049340905316,0.22641797137603614,0.020932522033016817,0.43294743924145146,0.20392447622508936,2.2059806047529715,0.21851374574271532
internal,8192,67108864,L14H0,64,5.465820823577089e-05,0.1817523584363144,0.18169770022807863,0.22226346117734105,0.18812770686799368,0.03413575430934712,0.33769058417751097,0.20340516960847235,2.2247159543758492,0.21851374574271532
internal,8192,67108864,L14H0,128,6.6331967465944275e-06,0.1817043334248253,0.1816977002280787,0.22150484430245063,0.18376825272535632,0.03773659157709449,0.2875731189789581,0.20355367618060582,13.686552437436605,0.21851374574271532
internal,8192,67108864,L14H6,16,0.010756220048191252,0.192556949129387,0.18180072908119577,0.30385795498844737,0.30367729934873183,0.00018065563971510584,0.9982674111965795,0.2906766533118709,0.30371674671294313,-2.1379768190931987
internal,8192,67108864,L14H6,32,0.005013395640295717,0.18681412472149156,0.18180072908119585,0.3023916011481369,0.3016466777956883,0.0007449233524487654,0.9436647932382887,0.28676754432902013,0.31411351365966206,-2.1379768190931987
internal,8192,67108864,L14H6,64,0.001527757066711289,0.18332848614790717,0.18180072908119588,0.3016794592378874,0.2998483599155196,0.0018310993223674792,0.8593170272960923,0.2832949928263468,0.33070990349352775,-2.1379768190931987
