source,m,method,layer,head,relative_error,log_absolute_mse
product,64,NMF,27,9,0.012760537056063543,7.614887644263076
product,64,FAVOR_plus,0,0,1.0,4191.436673925971
product,64,FAVOR_plus,0,3,1.0,48516.048081540495
product,64,FAVOR_plus,0,6,1.0,7821.488646390419
product,64,FAVOR_plus,0,9,1.0,243.6333135877305
product,64,FAVOR_plus,7,0,0.9961953649585681,-0.06209149966939442
product,64,FAVOR_plus,7,3,1.1299275107666225,-1.5203790224925928
product,64,FAVOR_plus,7,6,1.0,43.8442191155096
product,64,FAVOR_plus,7,9,1.0,24.014807422743672
product,64,FAVOR_plus,14,0,1.0007447604992334,0.28666125264914477
product,64,FAVOR_plus,14,3,0.9999999998788036,13.835194975221489
product,64,FAVOR_plus,14,6,1.3707190198976282,-1.7733299986635789
product,64,FAVOR_plus,14,9,0.9990122946484123,-1.5394585652262496
product,64,FAVOR_plus,27,0,1.4475521968387497,11.489131026330307
product,64,FAVOR_plus,27,3,1.0046848984292118,11.641173050810087
product,64,FAVOR_plus,27,6,1.000343541483639,16.60062117537735
product,64,FAVOR_plus,27,9,1.5864940122629207,12.437812115034765
product,64,centered_FAVOR_plus,0,0,0.9999999991602633,4191.436673925132
product,64,centered_FAVOR_plus,0,3,1.0,48516.048081540495
product,64,centered_FAVOR_plus,0,6,1.0,7821.488646390419
product,64,centered_FAVOR_plus,0,9,1.0007551545150954,243.63406845725987
product,64,centered_FAVOR_plus,7,0,2.7186034367456027,0.9418386974844548
product,64,centered_FAVOR_plus,7,3,1.8649599621766626,-1.0192929185315602
product,64,centered_FAVOR_plus,7,6,12.53791794625374,46.37297660393526
product,64,centered_FAVOR_plus,7,9,2.4226071016859287,24.899651697771432
product,64,centered_FAVOR_plus,14,0,16.039782104068564,3.060988787158111
product,64,centered_FAVOR_plus,14,3,1.0000548793892636,13.835249853226133
product,64,centered_FAVOR_plus,14,6,6.309618949274019,-0.2465901465274758
product,64,centered_FAVOR_plus,14,9,2.497971744214405,-0.62299127149622
product,64,centered_FAVOR_plus,27,0,19.541561798546248,14.091800608221453
product,64,centered_FAVOR_plus,27,3,187.49780178230358,16.870266213876384
product,64,centered_FAVOR_plus,27,6,16.575750453779612,19.408218504183687
product,64,centered_FAVOR_plus,27,9,1043.0953590490935,18.92623343566234
product,128,SVD,0,0,3.457849233229673e-65,4043.0092896682568
product,128,SVD,0,3,1.935272768596923e-68,48360.13254349913
product,128,SVD,0,6,8.66626420321928e-196,7372.341405973771
product,128,SVD,0,9,4.742885692358669e-44,143.87621524231471
product,128,SVD,7,0,1.2197360113151403e-05,-11.372570622401254
product,128,SVD,7,3,4.037087720470026e-06,-14.062519490601534
product,128,SVD,7,6,2.2789025142319048e-10,21.642062159240695
product,128,SVD,7,9,2.3182172004692836e-06,11.04009530697646
product,128,SVD,14,0,1.3620546722454117e-06,-13.220599440546849
product,128,SVD,14,3,9.827948482712665e-10,-6.905425741841803
product,128,SVD,14,6,7.159194845988736e-05,-11.633193374867899
product,128,SVD,14,9,2.5489517535818763e-06,-14.418298732108282
product,128,SVD,27,0,0.0002654779368892646,2.885278215559156
product,128,SVD,27,3,0.00034375041649887324,3.660904395011217
product,128,SVD,27,6,0.00014073696568662008,7.731659791523748
product,128,SVD,27,9,0.0015191108753383582,5.4866554914716
product,128,NMF,0,0,5.738853510576988e-09,4172.460667542573
product,128,NMF,0,3,4.0733610393228413e-13,48487.51894379842
