source,m,method,layer,head,relative_error,log_absolute_mse
same_context,64,FAVOR_plus,0,0,1.0,4193.0534586990725
same_context,64,FAVOR_plus,0,3,1.0,48513.80745529846
same_context,64,FAVOR_plus,0,6,1.0,8334.159795604219
same_context,64,FAVOR_plus,0,9,0.9999999999999432,244.240190131437
same_context,64,FAVOR_plus,7,0,0.9961352198725488,0.04399848235412129
same_context,64,FAVOR_plus,7,3,1.0003615304582492,-1.5737170684670492
same_context,64,FAVOR_plus,7,6,1.0,42.3812814799311
same_context,64,FAVOR_plus,7,9,1.0,22.47519198498673
same_context,64,FAVOR_plus,14,0,1.0025545682133323,0.43438788942030193
same_context,64,FAVOR_plus,14,3,0.999999999963868,15.448502697393357
same_context,64,FAVOR_plus,14,6,1.1125962485225045,-1.4964330360840687
same_context,64,FAVOR_plus,14,9,1.0735939586708318,-1.4912912195274135
same_context,64,FAVOR_plus,27,0,2.1915550184893853,11.360314045809682
same_context,64,FAVOR_plus,27,3,1.0395148480552818,10.363562023528702
same_context,64,FAVOR_plus,27,6,1.0007759266111271,14.906203248098356
same_context,64,FAVOR_plus,27,9,1.016820239334059,11.45486991427199
same_context,64,centered_FAVOR_plus,0,0,0.9999999999345164,4193.053458699007
same_context,64,centered_FAVOR_plus,0,3,1.0,48513.80745529846
same_context,64,centered_FAVOR_plus,0,6,1.0,8334.159795604219
same_context,64,centered_FAVOR_plus,0,9,1.0095606193207107,244.24970533726153
same_context,64,centered_FAVOR_plus,7,0,3.4233353783751603,1.2784860826977464
same_context,64,centered_FAVOR_plus,7,3,4.464168944986464,-0.07799546312692662
same_context,64,centered_FAVOR_plus,7,6,8.778026458304542,44.553533085353514
same_context,64,centered_FAVOR_plus,7,9,3.8374255721351886,23.819993702828626
same_context,64,centered_FAVOR_plus,14,0,55.01479844765678,4.439438790296359
same_context,64,centered_FAVOR_plus,14,3,1.0000003766358578,15.448503074065274
same_context,64,centered_FAVOR_plus,14,6,1.391028150371145,-1.2730861326831775
same_context,64,centered_FAVOR_plus,14,9,43.88513595730771,2.2192725944978644
same_context,64,centered_FAVOR_plus,27,0,1276.5831966100595,17.72764510996943
same_context,64,centered_FAVOR_plus,27,3,109.65744096144637,15.022169245058263
same_context,64,centered_FAVOR_plus,27,6,283.19006182566534,20.551545891142972
same_context,64,centered_FAVOR_plus,27,9,96.72260952672542,16.010036754806762
same_context,128,SVD,0,0,3.0982379278665867e-65,4044.5162611939795
same_context,128,SVD,0,3,2.3137230516522858e-67,48360.373112005655
same_context,128,SVD,0,6,9.999999999996826e-301,7643.384267706004
same_context,128,SVD,0,9,2.461793146507237e-44,143.8273360454536
same_context,128,SVD,7,0,1.857064216620786e-05,-10.84605785231471
same_context,128,SVD,7,3,6.377250009398283e-06,-13.536852120127588
same_context,128,SVD,7,6,3.5010422981748274e-10,20.608491273631067
same_context,128,SVD,7,9,7.547546721861204e-06,10.680903999977927
same_context,128,SVD,14,0,1.3610250622166543e-06,-13.075435841334038
same_context,128,SVD,14,3,1.167083463695718e-09,-5.120255268893564
same_context,128,SVD,14,6,1.8800364833989875e-05,-12.484763565179296
same_context,128,SVD,14,9,1.7365743829167085e-06,-14.82589921029205
same_context,128,SVD,27,0,0.00018505885423563678,1.9808660473702346
same_context,128,SVD,27,3,0.00038596016020341447,2.465031505736908
same_context,128,SVD,27,6,0.00028473984371269476,6.741492998706589
same_context,128,SVD,27,9,0.0016403023267879376,5.025314860112578
same_context,128,NMF,0,0,5.534668781334004e-08,4176.3438096787195
same_context,128,NMF,0,3,1.3713247020765526e-15,48479.58445611203
same_context,128,NMF,0,6,1.2045550322139227e-35,8253.755427580301
same_context,128,NMF,0,9,1.3101748658963721e-07,228.3922550942005
same_context,128,NMF,7,0,5.354316920095947e-05,-9.78715157843699
same_context,128,NMF,7,3,9.780591744835523e-06,-13.109189103729943
same_context,128,NMF,7,6,3.031800829560091e-07,27.372342605136183
same_context,128,NMF,7,9,2.4805218019180617e-05,11.870735462060788
same_context,128,NMF,14,0,1.9534378809049056e-06,-12.714083143258096
same_context,128,NMF,14,3,3.4804215030544e-08,-1.7250246385037613
same_context,128,NMF,14,6,5.23012395220303e-05,-11.46161976987014
same_context,128,NMF,14,9,4.119600097385217e-06,-13.96205754263265
same_context,128,NMF,27,0,0.0006695399995794845,3.2667830506790043
same_context,128,NMF,27,3,0.0014553413935748185,3.7922931403495337
same_context,128,NMF,27,6,0.0009453411257434868,7.9414629063773905
same_context,128,NMF,27,9,0.005247912041964057,6.188264580868482
same_context,128,FAVOR_plus,0,0,1.0,4193.0534586990725
same_context,128,FAVOR_plus,0,3,1.0,48513.80745529846
same_context,128,FAVOR_plus,0,6,1.0,8334.159795604219
same_context,128,FAVOR_plus,0,9,0.9999999999999432,244.240190131437
same_context,128,FAVOR_plus,7,0,0.9975415504375803,0.045409273530735206
same_context,128,FAVOR_plus,7,3,0.9998972344013651,-1.5741813044682882
same_context,128,FAVOR_plus,7,6,1.0,42.3812814799311
same_context,128,FAVOR_plus,7,9,1.0,22.47519198498673
same_context,128,FAVOR_plus,14,0,0.999344877188693,0.4311812410720659
same_context,128,FAVOR_plus,14,3,0.9999999999202953,15.448502697349783
same_context,128,FAVOR_plus,14,6,1.0376216921573265,-1.5661980230359518
same_context,128,FAVOR_plus,14,9,1.3113103059449855,-1.2912762087187737
same_context,128,FAVOR_plus,27,0,1.2978920881524596,10.83644417765491
same_context,128,FAVOR_plus,27,3,1.0107232820532541,10.335474106877113
same_context,128,FAVOR_plus,27,6,1.0006065687333536,14.90603400720755
same_context,128,FAVOR_plus,27,9,1.192107508722436,11.613912325103124
same_context,128,centered_FAVOR_plus,0,0,0.9999999999176907,4193.05345869899
same_context,128,centered_FAVOR_plus,0,3,1.0,48513.80745529846
same_context,128,centered_FAVOR_plus,0,6,1.0,8334.159795604219
same_context,128,centered_FAVOR_plus,0,9,1.0064705859905747,244.24663987305465
same_context,128,centered_FAVOR_plus,7,0,1.9678613422471558,0.7248180900150487
same_context,128,centered_FAVOR_plus,7,3,7.252780135601183,0.40730632875247785
same_context,128,centered_FAVOR_plus,7,6,6.025490439167434,44.17728035668665
same_context,128,centered_FAVOR_plus,7,9,27.885891622419418,25.80331286930072
same_context,128,centered_FAVOR_plus,14,0,16.42000738736007,3.2303371324943964
same_context,128,centered_FAVOR_plus,14,3,1.000105209947764,15.448607901843074
same_context,128,centered_FAVOR_plus,14,6,1.6266046286646278,-1.1166344905722596
same_context,128,centered_FAVOR_plus,14,9,16.773425053459817,1.2574927123427937
same_context,128,centered_FAVOR_plus,27,0,390.64171316266084,16.543493505117475
same_context,128,centered_FAVOR_plus,27,3,950.7016685998614,17.18200822196242
same_context,128,centered_FAVOR_plus,27,6,90.26067184729222,19.40812946020037
same_context,128,centered_FAVOR_plus,27,9,143.3527689520561,16.403498076812703
