folder,objective,method,m,steps,split,metric,layer,head,seeds,documents,mean,seed_std,parameters,training_seconds,feature_pair_ms
fits,raw,mlp_signed,64,2000,test,nonpositive_denominator_fraction,14,6,3,20,0.20302734375,0.1162026897677198,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test,nonpositive_denominator_fraction,27,0,3,20,0.17942708333333335,0.044697376929232,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test,nonpositive_denominator_fraction,27,6,3,20,0.13216145833333334,0.11452519184377663,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test,top1_agreement,14,0,3,20,0.6796223958333334,0.016790155057177885,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test,top1_agreement,14,6,3,20,0.6923177083333333,0.11481577560633514,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test,top1_agreement,27,0,3,20,0.03453776041666667,0.003090219866225475,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test,top1_agreement,27,6,3,20,0.008756510416666667,0.007415661804476549,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,kernel_nmse,14,0,3,8,1.6984055091937382,0.15255708963558945,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,kernel_nmse,14,6,3,8,1.3065756857395172,0.13797667164158084,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,kernel_nmse,27,0,3,8,1.42708674321572,0.14826551847328057,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,kernel_nmse,27,6,3,8,1.4419043039282162,0.5195619850170072,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,attention_nmse,14,0,3,8,0.9729971115787824,0.0049282171594361235,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,attention_nmse,14,6,3,8,1027.1430874144037,1550.388761845358,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,attention_nmse,27,0,3,8,88.3540584842364,114.23105404812807,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,attention_nmse,27,6,3,8,66.08848023911317,88.75906124197839,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,output_nmse,14,0,3,8,2.372270499666532,0.008669558822095998,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,output_nmse,14,6,3,8,8934.307909026742,10081.9717685347,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,output_nmse,27,0,3,8,54.75680737694105,70.06422659774222,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,output_nmse,27,6,3,8,93.39855684215824,126.63650764200075,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,row_l1,14,0,3,8,2.0186282197634378,0.029813028944198496,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,row_l1,14,6,3,8,8.190931941072146,7.05423072348797,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,row_l1,27,0,3,8,4.662468026081721,2.423211474470771,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,row_l1,27,6,3,8,2.619414195418358,1.5030968080488551,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,negative_fraction,14,0,3,8,0.27827527560293674,0.015597356980515077,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,negative_fraction,14,6,3,8,0.3412800344328086,0.03552162061452118,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,negative_fraction,27,0,3,8,0.2751296206067006,0.030497113732738217,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,negative_fraction,27,6,3,8,0.19203087004522482,0.16850035417775613,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,nonpositive_denominator_fraction,14,0,3,8,0.0,0.0,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,nonpositive_denominator_fraction,14,6,3,8,0.026204427083333332,0.030185037158359542,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,nonpositive_denominator_fraction,27,0,3,8,0.21036783854166666,0.12772296384028525,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,nonpositive_denominator_fraction,27,6,3,8,0.17032877604166666,0.15027253770339882,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,top1_agreement,14,0,3,8,0.8339029947916666,0.0001409546555638735,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,top1_agreement,14,6,3,8,0.8579915364583334,0.02966116021162508,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,top1_agreement,27,0,3,8,0.01513671875,0.00634765625,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_long,top1_agreement,27,6,3,8,0.00146484375,0.000244140625,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,kernel_nmse,14,0,3,8,0.8600694201886654,0.001603885612489196,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,kernel_nmse,14,6,3,8,0.8651058251659075,0.0009709069424797198,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,kernel_nmse,27,0,3,8,0.9413196668028831,0.015502835308587657,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,kernel_nmse,27,6,3,8,1.014658252398173,0.05084020221568211,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,attention_nmse,14,0,3,8,8394.8806087176,4825.512231853241,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,attention_nmse,14,6,3,8,4636.131439169248,2744.642105178432,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,attention_nmse,27,0,3,8,382.17857684691745,229.1894692173779,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,attention_nmse,27,6,3,8,233.47570084283748,339.9404393258576,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,output_nmse,14,0,3,8,49766.49318949381,29506.933530506765,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,output_nmse,14,6,3,8,14932.978895028433,4223.716704170643,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,output_nmse,27,0,3,8,298.40046764165163,289.5263410496507,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,output_nmse,27,6,3,8,272.7643371000886,350.3766648402446,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,row_l1,14,0,3,8,36.43330466747284,4.3933583976856,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,row_l1,14,6,3,8,20.736136376857758,2.9072594076683784,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,row_l1,27,0,3,8,4.803393026192983,1.7214439897781122,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,row_l1,27,6,3,8,3.662657509247462,2.363800194449003,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,negative_fraction,14,0,3,8,0.5603812535603842,0.019135105395122056,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,negative_fraction,14,6,3,8,0.5339376082022985,0.03398028684222343,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,negative_fraction,27,0,3,8,0.2855046431844433,0.0809837487717947,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,negative_fraction,27,6,3,8,0.18655118190993866,0.1727311152770788,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,nonpositive_denominator_fraction,14,0,3,8,0.4339192708333333,0.06624283973818743,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,nonpositive_denominator_fraction,14,6,3,8,0.3246256510416667,0.17106268846108655,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,nonpositive_denominator_fraction,27,0,3,8,0.164794921875,0.060425174596405624,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,nonpositive_denominator_fraction,27,6,3,8,0.1015625,0.09384277839170371,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,top1_agreement,14,0,3,8,0.4363606770833333,0.06593710539158865,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,top1_agreement,14,6,3,8,0.5782877604166666,0.16907762113159483,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,top1_agreement,27,0,3,8,0.053873697916666664,0.0056170032313598295,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,ood,top1_agreement,27,6,3,8,0.01953125,0.01663742679433674,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,kernel_nmse,14,0,3,20,0.5594051172335943,0.008270700220349276,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,kernel_nmse,14,6,3,20,0.6830218526224296,0.001963092981488562,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,kernel_nmse,27,0,3,20,0.9572625100612641,0.009571793458023042,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,kernel_nmse,27,6,3,20,1.0597540140151978,0.07916803347609544,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,attention_nmse,14,0,3,20,188353.67155640374,315346.33722259675,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,attention_nmse,14,6,3,20,24863.722043472033,26405.343319490654,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,attention_nmse,27,0,3,20,14515.724109228453,21544.47805589352,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,attention_nmse,27,6,3,20,3979.336464866996,6125.961401609498,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,output_nmse,14,0,3,20,2570795.1841637054,4327849.406338785,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,output_nmse,14,6,3,20,67871.5950441142,62131.03500338372,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,output_nmse,27,0,3,20,6628.13972587188,10098.205555504315,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,output_nmse,27,6,3,20,3151.7140052919585,4889.7572852566645,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,row_l1,14,0,3,20,30.828941233952843,22.143567571052476,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,row_l1,14,6,3,20,20.057830663522086,8.705017756875177,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,row_l1,27,0,3,20,7.354172974824905,4.104096806080163,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,row_l1,27,6,3,20,4.316269461313883,2.8786297359177295,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,negative_fraction,14,0,3,20,0.5038453420003256,0.0147891853382991,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,negative_fraction,14,6,3,20,0.47610422770182287,0.04241679057471018,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,negative_fraction,27,0,3,20,0.28985958099365233,0.08859506674236982,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,negative_fraction,27,6,3,20,0.1926566441853841,0.17050748657757497,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,nonpositive_denominator_fraction,14,0,3,20,0.15475260416666667,0.026842207900232604,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,nonpositive_denominator_fraction,14,6,3,20,0.23727213541666667,0.13363451716779706,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,nonpositive_denominator_fraction,27,0,3,20,0.19072265624999998,0.06496974240820774,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,nonpositive_denominator_fraction,27,6,3,20,0.15768229166666667,0.13735074120594543,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,top1_agreement,14,0,3,20,0.8051432291666667,0.026708999252547674,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,top1_agreement,14,6,3,20,0.7134765625,0.13349019995447875,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,top1_agreement,27,0,3,20,0.08883463541666668,0.01775205114987193,73854,9.395041932662329,0.4660451571146647
fits,raw,mlp_signed,64,2000,test_block,top1_agreement,27,6,3,20,0.028710937500000002,0.024102702059769797,73854,9.395041932662329,0.4660451571146647
fits,row,hedgehog,64,2000,validation,kernel_nmse,0,0,3,12,0.7061496045854357,0.0024984623432248365,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,kernel_nmse,0,6,3,12,0.9591252704461416,0.00228711939144412,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,kernel_nmse,14,0,3,12,0.9200956092940437,0.0007191102199469986,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,kernel_nmse,14,6,3,12,0.9067243271403843,0.0007281411986798349,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,kernel_nmse,27,0,3,12,0.6886147409677505,0.004610930630574358,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,kernel_nmse,27,6,3,12,0.6559668050871955,0.00415883377772769,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,attention_nmse,0,0,3,12,0.670523484547933,0.007275711192863993,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,attention_nmse,0,6,3,12,0.9506258765856425,0.004481302323646751,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,attention_nmse,14,0,3,12,0.5507944615350829,0.034956125795011,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,attention_nmse,14,6,3,12,0.7005275868707234,0.004805059304731064,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,attention_nmse,27,0,3,12,0.6696168267064624,0.005166582514701784,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,attention_nmse,27,6,3,12,0.6325171920988296,0.005159806930157217,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,output_nmse,0,0,3,12,0.025616712195591793,0.0006275879626159385,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,output_nmse,0,6,3,12,0.7408762259615792,0.015455284685028142,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,output_nmse,14,0,3,12,1.361921954486105,0.08809435244257935,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,output_nmse,14,6,3,12,1.5181638151407242,0.015987383969321294,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,output_nmse,27,0,3,12,0.16746245241827437,0.0032623182358431217,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,output_nmse,27,6,3,12,0.26045404084854656,0.0024687350296589616,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,row_l1,0,0,3,12,0.6458438022269144,0.007912267285762269,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,row_l1,0,6,3,12,1.9313818878597682,0.006403831726598083,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,row_l1,14,0,3,12,1.41216622127427,0.04752785356524941,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,row_l1,14,6,3,12,1.4799873100386727,0.004245616903050605,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,row_l1,27,0,3,12,0.8278625110785166,0.004470819628980758,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,row_l1,27,6,3,12,0.7924658341540232,0.003087563527713001,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,negative_fraction,0,0,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,negative_fraction,0,6,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,negative_fraction,14,0,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,negative_fraction,14,6,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,negative_fraction,27,0,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,negative_fraction,27,6,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,nonpositive_denominator_fraction,0,0,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,nonpositive_denominator_fraction,0,6,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,nonpositive_denominator_fraction,14,0,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,nonpositive_denominator_fraction,14,6,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,nonpositive_denominator_fraction,27,0,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,nonpositive_denominator_fraction,27,6,3,12,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,top1_agreement,0,0,3,12,0.37641059027777785,0.006162009923828428,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,top1_agreement,0,6,3,12,0.3155381944444444,0.018964440709280998,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,top1_agreement,14,0,3,12,0.7986111111111112,0.006464136722485472,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,top1_agreement,14,6,3,12,0.8019205729166666,0.004171876828768325,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,top1_agreement,27,0,3,12,0.19802517361111113,0.001154719870539976,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,validation,top1_agreement,27,6,3,12,0.17453342013888892,0.008079761078466715,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,kernel_nmse,0,0,3,20,0.7088141451279322,0.0016201876461486334,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,kernel_nmse,0,6,3,20,0.9596092144648235,0.002160338849591105,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,kernel_nmse,14,0,3,20,0.9194158613681793,0.00042028062445306134,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,kernel_nmse,14,6,3,20,0.9044902871052424,0.0004115088126999268,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,kernel_nmse,27,0,3,20,0.6550134092569352,0.0032471810888745254,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,kernel_nmse,27,6,3,20,0.636392871538798,0.0016757212703032015,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,attention_nmse,0,0,3,20,0.6781778206427891,0.005804386615838552,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,attention_nmse,0,6,3,20,0.9510659426450729,0.004201500586052359,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,attention_nmse,14,0,3,20,0.5683463717500369,0.03208229283748238,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,attention_nmse,14,6,3,20,0.7103817989428838,0.0019666741250424346,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,attention_nmse,27,0,3,20,0.6396442383527755,0.0015595362033659476,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,attention_nmse,27,6,3,20,0.6200054794549942,0.002563130366776953,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,output_nmse,0,0,3,20,0.02483438417936365,0.0008407456874987335,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,output_nmse,0,6,3,20,0.7402493089437484,0.012713026967945898,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,output_nmse,14,0,3,20,1.4424674659967422,0.08602040064953234,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,output_nmse,14,6,3,20,1.5884713351726532,0.015444620758230105,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,output_nmse,27,0,3,20,0.14572035384674867,0.0008817149561374534,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,output_nmse,27,6,3,20,0.25922309309244157,0.001205054158028944,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,row_l1,0,0,3,20,0.6500397900740306,0.005268411214700455,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,row_l1,0,6,3,20,1.9318744579950968,0.006032086958267972,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,row_l1,14,0,3,20,1.4239666223526,0.043001549053735245,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,row_l1,14,6,3,20,1.4733933309714,0.0027026612495560137,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,row_l1,27,0,3,20,0.8107638984918596,0.0021374711695345463,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,row_l1,27,6,3,20,0.7837913691997528,0.00219422725024355,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,negative_fraction,0,0,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,negative_fraction,0,6,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,negative_fraction,14,0,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,negative_fraction,14,6,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,negative_fraction,27,0,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,negative_fraction,27,6,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,nonpositive_denominator_fraction,0,0,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,nonpositive_denominator_fraction,0,6,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,nonpositive_denominator_fraction,14,0,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,nonpositive_denominator_fraction,14,6,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,nonpositive_denominator_fraction,27,0,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,nonpositive_denominator_fraction,27,6,3,20,0.0,0.0,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,top1_agreement,0,0,3,20,0.3629557291666667,0.006126973152229255,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,top1_agreement,0,6,3,20,0.3116861979166667,0.02403461640734009,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,top1_agreement,14,0,3,20,0.8047526041666666,0.002344428070316502,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,top1_agreement,14,6,3,20,0.8270182291666668,0.002699861235643709,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,top1_agreement,27,0,3,20,0.19641927083333333,0.006486855151321931,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test,top1_agreement,27,6,3,20,0.16770833333333335,0.002362662410367712,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,kernel_nmse,0,0,3,8,0.9657352815071741,0.02558340247738603,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,kernel_nmse,0,6,3,8,1.0007102911671002,0.0011681726993465755,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,kernel_nmse,14,0,3,8,0.9878682320316633,0.0035136942928991007,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,kernel_nmse,14,6,3,8,0.9667500009139379,0.003994319045595617,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,kernel_nmse,27,0,3,8,0.9128472755352656,0.039624386179376386,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,kernel_nmse,27,6,3,8,0.8957643633087476,0.01849021265828787,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,attention_nmse,0,0,3,8,0.9217531755566597,0.000517968317506566,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,attention_nmse,0,6,3,8,0.9980164517958959,0.00014007539230225416,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,attention_nmse,14,0,3,8,0.9893320202827454,0.0011777810908443435,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,attention_nmse,14,6,3,8,0.9778955951333046,0.0026855726961229065,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,attention_nmse,27,0,3,8,0.8710933874050776,0.0029098881662607736,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,attention_nmse,27,6,3,8,0.8492222055792809,0.0036647779025676362,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,output_nmse,0,0,3,8,0.04247806166919569,0.005419111642373618,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,output_nmse,0,6,3,8,0.8534063075979551,0.004173979642593162,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,output_nmse,14,0,3,8,2.2799361497163773,0.025929134555149308,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,output_nmse,14,6,3,8,2.0490929385026297,0.027476694302152667,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,output_nmse,27,0,3,8,0.21239862218499184,0.0019361562148120363,8256,8.446615027884642,0.3693226708306207
fits,row,hedgehog,64,2000,test_long,output_nmse,27,6,3,8,0.2986310478299856,0.0018196373299442807,8256,8.446615027884642,0.3693226708306207
