loss,training_documents,budget_scale,method,seed,parameters,split,metric,layer,head,value
logcosh,64,1,kan,47,73856,validation,normalized_idiv,14,6,8.227193570305646
logcosh,64,1,kan,47,73856,validation,normalized_idiv,27,0,4.4044438763998075
logcosh,64,1,kan,47,73856,validation,normalized_idiv,27,6,5.017503963876622
logcosh,64,1,kan,11,73856,test,logcosh,14,0,1.922658984939064
logcosh,64,1,kan,11,73856,test,logcosh,14,6,1.881076837603361
logcosh,64,1,kan,11,73856,test,logcosh,27,0,1.1149517565334235
logcosh,64,1,kan,11,73856,test,logcosh,27,6,1.125267184631142
logcosh,64,1,kan,29,73856,test,logcosh,14,0,1.9287831759450174
logcosh,64,1,kan,29,73856,test,logcosh,14,6,1.883951085928334
logcosh,64,1,kan,29,73856,test,logcosh,27,0,1.111110436342526
logcosh,64,1,kan,29,73856,test,logcosh,27,6,1.1215090032890374
logcosh,64,1,kan,47,73856,test,logcosh,14,0,1.9144839907017286
logcosh,64,1,kan,47,73856,test,logcosh,14,6,1.8760407364844371
logcosh,64,1,kan,47,73856,test,logcosh,27,0,1.125326608038968
logcosh,64,1,kan,47,73856,test,logcosh,27,6,1.1242089636735773
logcosh,64,1,kan,11,73856,test,log_mae,14,0,2.5102419240856904
logcosh,64,1,kan,11,73856,test,log_mae,14,6,2.468368892422471
logcosh,64,1,kan,11,73856,test,log_mae,27,0,1.655029397802719
logcosh,64,1,kan,11,73856,test,log_mae,27,6,1.668495101924584
logcosh,64,1,kan,29,73856,test,log_mae,14,0,2.5175886752504226
logcosh,64,1,kan,29,73856,test,log_mae,14,6,2.471107209209616
logcosh,64,1,kan,29,73856,test,log_mae,27,0,1.6510118272492926
logcosh,64,1,kan,29,73856,test,log_mae,27,6,1.664513995532054
logcosh,64,1,kan,47,73856,test,log_mae,14,0,2.5021504727983626
logcosh,64,1,kan,47,73856,test,log_mae,14,6,2.4628898889014392
logcosh,64,1,kan,47,73856,test,log_mae,27,0,1.6667024818308644
logcosh,64,1,kan,47,73856,test,log_mae,27,6,1.6673979659420932
logcosh,64,1,kan,11,73856,test,factor2,14,0,0.18140411376953125
logcosh,64,1,kan,11,73856,test,factor2,14,6,0.18231964111328125
logcosh,64,1,kan,11,73856,test,factor2,27,0,0.26982879638671875
logcosh,64,1,kan,11,73856,test,factor2,27,6,0.263763427734375
logcosh,64,1,kan,29,73856,test,factor2,14,0,0.17942047119140625
logcosh,64,1,kan,29,73856,test,factor2,14,6,0.1821746826171875
logcosh,64,1,kan,29,73856,test,factor2,27,0,0.2709197998046875
logcosh,64,1,kan,29,73856,test,factor2,27,6,0.26418304443359375
logcosh,64,1,kan,47,73856,test,factor2,14,0,0.1812744140625
logcosh,64,1,kan,47,73856,test,factor2,14,6,0.1827239990234375
logcosh,64,1,kan,47,73856,test,factor2,27,0,0.2680206298828125
logcosh,64,1,kan,47,73856,test,factor2,27,6,0.26383209228515625
logcosh,64,1,kan,11,73856,test,factor10,14,0,0.550933837890625
logcosh,64,1,kan,11,73856,test,factor10,14,6,0.5516815185546875
logcosh,64,1,kan,11,73856,test,factor10,27,0,0.7385787963867188
logcosh,64,1,kan,11,73856,test,factor10,27,6,0.7340164184570312
logcosh,64,1,kan,29,73856,test,factor10,14,0,0.5471725463867188
logcosh,64,1,kan,29,73856,test,factor10,14,6,0.55194091796875
logcosh,64,1,kan,29,73856,test,factor10,27,0,0.7392578125
logcosh,64,1,kan,29,73856,test,factor10,27,6,0.7350845336914062
logcosh,64,1,kan,47,73856,test,factor10,14,0,0.5509796142578125
logcosh,64,1,kan,47,73856,test,factor10,14,6,0.5537567138671875
logcosh,64,1,kan,47,73856,test,factor10,27,0,0.7356719970703125
logcosh,64,1,kan,47,73856,test,factor10,27,6,0.734619140625
logcosh,64,1,kan,11,73856,test,raw_nmse,14,0,0.9999977020005233
logcosh,64,1,kan,11,73856,test,raw_nmse,14,6,0.9999986974147361
logcosh,64,1,kan,11,73856,test,raw_nmse,27,0,0.9996871945787588
logcosh,64,1,kan,11,73856,test,raw_nmse,27,6,0.9995485019096934
logcosh,64,1,kan,29,73856,test,raw_nmse,14,0,0.9999985886742324
logcosh,64,1,kan,29,73856,test,raw_nmse,14,6,0.999998556522261
logcosh,64,1,kan,29,73856,test,raw_nmse,27,0,0.9997380657003112
logcosh,64,1,kan,29,73856,test,raw_nmse,27,6,0.9995367251360441
logcosh,64,1,kan,47,73856,test,raw_nmse,14,0,0.9999980703520354
logcosh,64,1,kan,47,73856,test,raw_nmse,14,6,0.9999983050572959
logcosh,64,1,kan,47,73856,test,raw_nmse,27,0,0.9997589462618715
logcosh,64,1,kan,47,73856,test,raw_nmse,27,6,0.9995459202951846
logcosh,64,1,kan,11,73856,test,normalized_idiv,14,0,11.828101494908084
logcosh,64,1,kan,11,73856,test,normalized_idiv,14,6,10.637427129470586
logcosh,64,1,kan,11,73856,test,normalized_idiv,27,0,4.765048561986959
logcosh,64,1,kan,11,73856,test,normalized_idiv,27,6,4.684791527527435
logcosh,64,1,kan,29,73856,test,normalized_idiv,14,0,12.314450190005854
logcosh,64,1,kan,29,73856,test,normalized_idiv,14,6,10.534139514169384
logcosh,64,1,kan,29,73856,test,normalized_idiv,27,0,4.953245654766375
logcosh,64,1,kan,29,73856,test,normalized_idiv,27,6,4.688956916173004
logcosh,64,1,kan,47,73856,test,normalized_idiv,14,0,12.005092844390294
logcosh,64,1,kan,47,73856,test,normalized_idiv,14,6,10.383589247502593
logcosh,64,1,kan,47,73856,test,normalized_idiv,27,0,4.995852826034879
logcosh,64,1,kan,47,73856,test,normalized_idiv,27,6,4.69371628531035
logcosh,64,1,kan,11,73856,test_block,attention_nmse,14,0,0.9953212738037109
logcosh,64,1,kan,11,73856,test_block,attention_nmse,14,6,0.9954999685287476
logcosh,64,1,kan,11,73856,test_block,attention_nmse,27,0,0.8919435739517212
logcosh,64,1,kan,11,73856,test_block,attention_nmse,27,6,0.848521888256073
logcosh,64,1,kan,29,73856,test_block,attention_nmse,14,0,0.9960160255432129
logcosh,64,1,kan,29,73856,test_block,attention_nmse,14,6,0.9951428174972534
logcosh,64,1,kan,29,73856,test_block,attention_nmse,27,0,0.8926929831504822
logcosh,64,1,kan,29,73856,test_block,attention_nmse,27,6,0.8379489183425903
logcosh,64,1,kan,47,73856,test_block,attention_nmse,14,0,0.9954971075057983
logcosh,64,1,kan,47,73856,test_block,attention_nmse,14,6,0.9945944547653198
logcosh,64,1,kan,47,73856,test_block,attention_nmse,27,0,0.8920305967330933
logcosh,64,1,kan,47,73856,test_block,attention_nmse,27,6,0.8494858145713806
logcosh,64,1,kan,11,73856,test_block,output_nmse,14,0,7.56887149810791
logcosh,64,1,kan,11,73856,test_block,output_nmse,14,6,2.203622817993164
logcosh,64,1,kan,11,73856,test_block,output_nmse,27,0,0.3420640528202057
logcosh,64,1,kan,11,73856,test_block,output_nmse,27,6,0.48709267377853394
logcosh,64,1,kan,29,73856,test_block,output_nmse,14,0,7.629064559936523
logcosh,64,1,kan,29,73856,test_block,output_nmse,14,6,2.2056565284729004
logcosh,64,1,kan,29,73856,test_block,output_nmse,27,0,0.3433905243873596
logcosh,64,1,kan,29,73856,test_block,output_nmse,27,6,0.478294312953949
logcosh,64,1,kan,47,73856,test_block,output_nmse,14,0,7.582152366638184
logcosh,64,1,kan,47,73856,test_block,output_nmse,14,6,2.203505277633667
logcosh,64,1,kan,47,73856,test_block,output_nmse,27,0,0.34241604804992676
logcosh,64,1,kan,47,73856,test_block,output_nmse,27,6,0.48240041732788086
logcosh,64,1,kan,11,73856,test_block,row_l1,14,0,1.9395074844360352
logcosh,64,1,kan,11,73856,test_block,row_l1,14,6,1.767453908920288
logcosh,64,1,kan,11,73856,test_block,row_l1,27,0,1.1349297761917114
logcosh,64,1,kan,11,73856,test_block,row_l1,27,6,1.0836890935897827
logcosh,64,1,kan,29,73856,test_block,row_l1,14,0,1.9406099319458008
logcosh,64,1,kan,29,73856,test_block,row_l1,14,6,1.766799807548523
logcosh,64,1,kan,29,73856,test_block,row_l1,27,0,1.1321808099746704
logcosh,64,1,kan,29,73856,test_block,row_l1,27,6,1.0674769878387451
logcosh,64,1,kan,47,73856,test_block,row_l1,14,0,1.9395405054092407
logcosh,64,1,kan,47,73856,test_block,row_l1,14,6,1.7665421962738037
logcosh,64,1,kan,47,73856,test_block,row_l1,27,0,1.1363327503204346
logcosh,64,1,kan,47,73856,test_block,row_l1,27,6,1.0813543796539307
logcosh,64,1,kan,11,73856,test_block,raw_nmse,14,0,0.9999977525984979
logcosh,64,1,kan,11,73856,test_block,raw_nmse,14,6,0.9999981374969565
logcosh,64,1,kan,11,73856,test_block,raw_nmse,27,0,0.999496000229389
logcosh,64,1,kan,11,73856,test_block,raw_nmse,27,6,0.9995894827415549
logcosh,64,1,kan,29,73856,test_block,raw_nmse,14,0,0.9999985730091555
logcosh,64,1,kan,29,73856,test_block,raw_nmse,14,6,0.9999979425982567
logcosh,64,1,kan,29,73856,test_block,raw_nmse,27,0,0.9995848625691689
logcosh,64,1,kan,29,73856,test_block,raw_nmse,27,6,0.9995770915470195
logcosh,64,1,kan,47,73856,test_block,raw_nmse,14,0,0.9999980751058039
logcosh,64,1,kan,47,73856,test_block,raw_nmse,14,6,0.9999976974683977
logcosh,64,1,kan,47,73856,test_block,raw_nmse,27,0,0.9996177277830678
logcosh,64,1,kan,47,73856,test_block,raw_nmse,27,6,0.9995851662393701
logcosh,4096,1,mlp,11,73856,train,logcosh,14,0,0.9656423016266129
logcosh,4096,1,mlp,11,73856,train,logcosh,14,6,0.7940915590124038
logcosh,4096,1,mlp,11,73856,train,logcosh,27,0,0.2773655750839185
logcosh,4096,1,mlp,11,73856,train,logcosh,27,6,0.2784069726807893
logcosh,4096,1,mlp,29,73856,train,logcosh,14,0,0.9553974981843623
logcosh,4096,1,mlp,29,73856,train,logcosh,14,6,0.7834847559407553
logcosh,4096,1,mlp,29,73856,train,logcosh,27,0,0.2752057869044221
logcosh,4096,1,mlp,29,73856,train,logcosh,27,6,0.2787028202881048
logcosh,4096,1,mlp,47,73856,train,logcosh,14,0,0.9764264973027108
logcosh,4096,1,mlp,47,73856,train,logcosh,14,6,0.7804482320908249
logcosh,4096,1,mlp,47,73856,train,logcosh,27,0,0.26994480899949713
logcosh,4096,1,mlp,47,73856,train,logcosh,27,6,0.27650849157227453
logcosh,4096,1,mlp,11,73856,train,log_mae,14,0,1.487076654775092
logcosh,4096,1,mlp,11,73856,train,log_mae,14,6,1.2936466109463605
logcosh,4096,1,mlp,11,73856,train,log_mae,27,0,0.6493042247978902
logcosh,4096,1,mlp,11,73856,train,log_mae,27,6,0.6515499273214217
logcosh,4096,1,mlp,29,73856,train,log_mae,14,0,1.475835828368763
logcosh,4096,1,mlp,29,73856,train,log_mae,14,6,1.281806529085923
logcosh,4096,1,mlp,29,73856,train,log_mae,27,0,0.6466396758064021
logcosh,4096,1,mlp,29,73856,train,log_mae,27,6,0.6517477442489791
logcosh,4096,1,mlp,47,73856,train,log_mae,14,0,1.4992177602949157
logcosh,4096,1,mlp,47,73856,train,log_mae,14,6,1.2782045880216035
logcosh,4096,1,mlp,47,73856,train,log_mae,27,0,0.6394925594874793
logcosh,4096,1,mlp,47,73856,train,log_mae,27,6,0.6487543543278907
logcosh,4096,1,mlp,11,73856,train,factor2,14,0,0.3069324493408203
logcosh,4096,1,mlp,11,73856,train,factor2,14,6,0.3512272834777832
logcosh,4096,1,mlp,11,73856,train,factor2,27,0,0.6326780319213867
logcosh,4096,1,mlp,11,73856,train,factor2,27,6,0.6300549507141113
logcosh,4096,1,mlp,29,73856,train,factor2,14,0,0.3090481758117676
logcosh,4096,1,mlp,29,73856,train,factor2,14,6,0.35366153717041016
logcosh,4096,1,mlp,29,73856,train,factor2,27,0,0.6338353157043457
logcosh,4096,1,mlp,29,73856,train,factor2,27,6,0.6304531097412109
logcosh,4096,1,mlp,47,73856,train,factor2,14,0,0.3044257164001465
logcosh,4096,1,mlp,47,73856,train,factor2,14,6,0.35484743118286133
logcosh,4096,1,mlp,47,73856,train,factor2,27,0,0.6379690170288086
logcosh,4096,1,mlp,47,73856,train,factor2,27,6,0.6325263977050781
logcosh,4096,1,mlp,11,73856,train,factor10,14,0,0.790215015411377
logcosh,4096,1,mlp,11,73856,train,factor10,14,6,0.8445572853088379
logcosh,4096,1,mlp,11,73856,train,factor10,27,0,0.9840898513793945
logcosh,4096,1,mlp,11,73856,train,factor10,27,6,0.9841527938842773
logcosh,4096,1,mlp,29,73856,train,factor10,14,0,0.7929964065551758
logcosh,4096,1,mlp,29,73856,train,factor10,14,6,0.8475160598754883
logcosh,4096,1,mlp,29,73856,train,factor10,27,0,0.984677791595459
logcosh,4096,1,mlp,29,73856,train,factor10,27,6,0.9841184616088867
logcosh,4096,1,mlp,47,73856,train,factor10,14,0,0.7864832878112793
logcosh,4096,1,mlp,47,73856,train,factor10,14,6,0.848597526550293
logcosh,4096,1,mlp,47,73856,train,factor10,27,0,0.9856557846069336
logcosh,4096,1,mlp,47,73856,train,factor10,27,6,0.984522819519043
logcosh,4096,1,mlp,11,73856,train,raw_nmse,14,0,0.9924516683572498
logcosh,4096,1,mlp,11,73856,train,raw_nmse,14,6,0.9995567799101196
logcosh,4096,1,mlp,11,73856,train,raw_nmse,27,0,0.9879820795689007
logcosh,4096,1,mlp,11,73856,train,raw_nmse,27,6,0.9872996993101801
logcosh,4096,1,mlp,29,73856,train,raw_nmse,14,0,0.9857366371154597
logcosh,4096,1,mlp,29,73856,train,raw_nmse,14,6,0.9990374205700437
logcosh,4096,1,mlp,29,73856,train,raw_nmse,27,0,0.9875858414925006
logcosh,4096,1,mlp,29,73856,train,raw_nmse,27,6,0.9870969757661044
logcosh,4096,1,mlp,47,73856,train,raw_nmse,14,0,0.9895509737453967
logcosh,4096,1,mlp,47,73856,train,raw_nmse,14,6,0.9992228712887461
logcosh,4096,1,mlp,47,73856,train,raw_nmse,27,0,0.9866001312674404
logcosh,4096,1,mlp,47,73856,train,raw_nmse,27,6,0.9870991062375748
logcosh,4096,1,mlp,11,73856,train,normalized_idiv,14,0,5.193748855421835
logcosh,4096,1,mlp,11,73856,train,normalized_idiv,14,6,5.1624957665581706
logcosh,4096,1,mlp,11,73856,train,normalized_idiv,27,0,1.6604310795522106
logcosh,4096,1,mlp,11,73856,train,normalized_idiv,27,6,1.6073669217121476
logcosh,4096,1,mlp,29,73856,train,normalized_idiv,14,0,4.698497629903078
logcosh,4096,1,mlp,29,73856,train,normalized_idiv,14,6,4.797927824396511
logcosh,4096,1,mlp,29,73856,train,normalized_idiv,27,0,1.6258866845082465
logcosh,4096,1,mlp,29,73856,train,normalized_idiv,27,6,1.6043022186124998
logcosh,4096,1,mlp,47,73856,train,normalized_idiv,14,0,4.930318269095056
logcosh,4096,1,mlp,47,73856,train,normalized_idiv,14,6,4.916591009322711
logcosh,4096,1,mlp,47,73856,train,normalized_idiv,27,0,1.5794418939025066
logcosh,4096,1,mlp,47,73856,train,normalized_idiv,27,6,1.6123310938345636
logcosh,4096,1,mlp,11,73856,validation,logcosh,14,0,0.9725229063350366
logcosh,4096,1,mlp,11,73856,validation,logcosh,14,6,0.7948652967322253
logcosh,4096,1,mlp,11,73856,validation,logcosh,27,0,0.2817451326977623
logcosh,4096,1,mlp,11,73856,validation,logcosh,27,6,0.28378641361922335
logcosh,4096,1,mlp,29,73856,validation,logcosh,14,0,0.9611451989969092
logcosh,4096,1,mlp,29,73856,validation,logcosh,14,6,0.7835795158641582
logcosh,4096,1,mlp,29,73856,validation,logcosh,27,0,0.2800255368897071
logcosh,4096,1,mlp,29,73856,validation,logcosh,27,6,0.28416930472080404
logcosh,4096,1,mlp,47,73856,validation,logcosh,14,0,0.980468988343836
logcosh,4096,1,mlp,47,73856,validation,logcosh,14,6,0.783971504397917
logcosh,4096,1,mlp,47,73856,validation,logcosh,27,0,0.2740189509116084
logcosh,4096,1,mlp,47,73856,validation,logcosh,27,6,0.2817556377272166
logcosh,4096,1,mlp,11,73856,validation,log_mae,14,0,1.4945054052014939
logcosh,4096,1,mlp,11,73856,validation,log_mae,14,6,1.2950975812911398
logcosh,4096,1,mlp,11,73856,validation,log_mae,27,0,0.6557312557418851
logcosh,4096,1,mlp,11,73856,validation,log_mae,27,6,0.6599649366367237
logcosh,4096,1,mlp,29,73856,validation,log_mae,14,0,1.4828494172471665
logcosh,4096,1,mlp,29,73856,validation,log_mae,14,6,1.281842104289007
logcosh,4096,1,mlp,29,73856,validation,log_mae,27,0,0.6539921902335044
logcosh,4096,1,mlp,29,73856,validation,log_mae,27,6,0.6599926960333655
logcosh,4096,1,mlp,47,73856,validation,log_mae,14,0,1.503308905255949
logcosh,4096,1,mlp,47,73856,validation,log_mae,14,6,1.2820074002290713
logcosh,4096,1,mlp,47,73856,validation,log_mae,27,0,0.6456041942790137
logcosh,4096,1,mlp,47,73856,validation,log_mae,27,6,0.6577273316783301
logcosh,4096,1,mlp,11,73856,validation,factor2,14,0,0.30621337890625
logcosh,4096,1,mlp,11,73856,validation,factor2,14,6,0.348785400390625
logcosh,4096,1,mlp,11,73856,validation,factor2,27,0,0.626617431640625
logcosh,4096,1,mlp,11,73856,validation,factor2,27,6,0.622344970703125
logcosh,4096,1,mlp,29,73856,validation,factor2,14,0,0.3065643310546875
logcosh,4096,1,mlp,29,73856,validation,factor2,14,6,0.3556976318359375
logcosh,4096,1,mlp,29,73856,validation,factor2,27,0,0.628662109375
logcosh,4096,1,mlp,29,73856,validation,factor2,27,6,0.6227874755859375
logcosh,4096,1,mlp,47,73856,validation,factor2,14,0,0.30230712890625
logcosh,4096,1,mlp,47,73856,validation,factor2,14,6,0.3557891845703125
logcosh,4096,1,mlp,47,73856,validation,factor2,27,0,0.6351318359375
logcosh,4096,1,mlp,47,73856,validation,factor2,27,6,0.6245880126953125
logcosh,4096,1,mlp,11,73856,validation,factor10,14,0,0.7873077392578125
logcosh,4096,1,mlp,11,73856,validation,factor10,14,6,0.8443450927734375
logcosh,4096,1,mlp,11,73856,validation,factor10,27,0,0.9834136962890625
logcosh,4096,1,mlp,11,73856,validation,factor10,27,6,0.9844970703125
logcosh,4096,1,mlp,29,73856,validation,factor10,14,0,0.79119873046875
logcosh,4096,1,mlp,29,73856,validation,factor10,14,6,0.847503662109375
logcosh,4096,1,mlp,29,73856,validation,factor10,27,0,0.983612060546875
logcosh,4096,1,mlp,29,73856,validation,factor10,27,6,0.9837188720703125
logcosh,4096,1,mlp,47,73856,validation,factor10,14,0,0.785308837890625
logcosh,4096,1,mlp,47,73856,validation,factor10,14,6,0.8472900390625
logcosh,4096,1,mlp,47,73856,validation,factor10,27,0,0.98529052734375
logcosh,4096,1,mlp,47,73856,validation,factor10,27,6,0.9842987060546875
logcosh,4096,1,mlp,11,73856,validation,raw_nmse,14,0,0.9818401922736225
logcosh,4096,1,mlp,11,73856,validation,raw_nmse,14,6,0.9935186363683515
logcosh,4096,1,mlp,11,73856,validation,raw_nmse,27,0,0.9594150789709103
logcosh,4096,1,mlp,11,73856,validation,raw_nmse,27,6,0.982631685813927
logcosh,4096,1,mlp,29,73856,validation,raw_nmse,14,0,0.966532213158096
logcosh,4096,1,mlp,29,73856,validation,raw_nmse,14,6,0.984393737441268
logcosh,4096,1,mlp,29,73856,validation,raw_nmse,27,0,0.9579258255629387
logcosh,4096,1,mlp,29,73856,validation,raw_nmse,27,6,0.9823352728706942
logcosh,4096,1,mlp,47,73856,validation,raw_nmse,14,0,0.9752480804476588
logcosh,4096,1,mlp,47,73856,validation,raw_nmse,14,6,0.9875702553634299
logcosh,4096,1,mlp,47,73856,validation,raw_nmse,27,0,0.9543901811174819
logcosh,4096,1,mlp,47,73856,validation,raw_nmse,27,6,0.9819827825562548
logcosh,4096,1,mlp,11,73856,validation,normalized_idiv,14,0,4.301118488307142
logcosh,4096,1,mlp,11,73856,validation,normalized_idiv,14,6,4.037472518550452
logcosh,4096,1,mlp,11,73856,validation,normalized_idiv,27,0,1.33533653220563
logcosh,4096,1,mlp,11,73856,validation,normalized_idiv,27,6,1.7362705703714516
logcosh,4096,1,mlp,29,73856,validation,normalized_idiv,14,0,3.796272775685469
logcosh,4096,1,mlp,29,73856,validation,normalized_idiv,14,6,3.5538785245314166
logcosh,4096,1,mlp,29,73856,validation,normalized_idiv,27,0,1.319914421664405
logcosh,4096,1,mlp,29,73856,validation,normalized_idiv,27,6,1.741946096224551
logcosh,4096,1,mlp,47,73856,validation,normalized_idiv,14,0,4.0552273921101465
logcosh,4096,1,mlp,47,73856,validation,normalized_idiv,14,6,3.6190913553854283
logcosh,4096,1,mlp,47,73856,validation,normalized_idiv,27,0,1.270137051441875
logcosh,4096,1,mlp,47,73856,validation,normalized_idiv,27,6,1.7368987661367679
logcosh,4096,1,mlp,11,73856,test,logcosh,14,0,0.977883368383336
logcosh,4096,1,mlp,11,73856,test,logcosh,14,6,0.806437963533863
logcosh,4096,1,mlp,11,73856,test,logcosh,27,0,0.28622918884394305
logcosh,4096,1,mlp,11,73856,test,logcosh,27,6,0.2847581157965787
logcosh,4096,1,mlp,29,73856,test,logcosh,14,0,0.9681056795550593
logcosh,4096,1,mlp,29,73856,test,logcosh,14,6,0.7931099484891808
logcosh,4096,1,mlp,29,73856,test,logcosh,27,0,0.282684578156968
logcosh,4096,1,mlp,29,73856,test,logcosh,27,6,0.28508887898307866
logcosh,4096,1,mlp,47,73856,test,logcosh,14,0,0.9907684260911284
logcosh,4096,1,mlp,47,73856,test,logcosh,14,6,0.7941778315364232
logcosh,4096,1,mlp,47,73856,test,logcosh,27,0,0.2772829931741403
logcosh,4096,1,mlp,47,73856,test,logcosh,27,6,0.2828326464156862
logcosh,4096,1,mlp,11,73856,test,log_mae,14,0,1.5021450026129202
logcosh,4096,1,mlp,11,73856,test,log_mae,14,6,1.3084761441391022
logcosh,4096,1,mlp,11,73856,test,log_mae,27,0,0.6620724009022917
logcosh,4096,1,mlp,11,73856,test,log_mae,27,6,0.6612855549833679
logcosh,4096,1,mlp,29,73856,test,log_mae,14,0,1.4904796865571512
logcosh,4096,1,mlp,29,73856,test,log_mae,14,6,1.293659242812974
logcosh,4096,1,mlp,29,73856,test,log_mae,27,0,0.6574063677036843
logcosh,4096,1,mlp,29,73856,test,log_mae,27,6,0.6613877137791143
logcosh,4096,1,mlp,47,73856,test,log_mae,14,0,1.5163159287881314
logcosh,4096,1,mlp,47,73856,test,log_mae,14,6,1.29415843617691
logcosh,4096,1,mlp,47,73856,test,log_mae,27,0,0.6498388141088937
logcosh,4096,1,mlp,47,73856,test,log_mae,27,6,0.6577710306868684
logcosh,4096,1,mlp,11,73856,test,factor2,14,0,0.3011322021484375
logcosh,4096,1,mlp,11,73856,test,factor2,14,6,0.3466033935546875
logcosh,4096,1,mlp,11,73856,test,factor2,27,0,0.6237716674804688
logcosh,4096,1,mlp,11,73856,test,factor2,27,6,0.622802734375
logcosh,4096,1,mlp,29,73856,test,factor2,14,0,0.3052825927734375
logcosh,4096,1,mlp,29,73856,test,factor2,14,6,0.3485870361328125
logcosh,4096,1,mlp,29,73856,test,factor2,27,0,0.6262588500976562
logcosh,4096,1,mlp,29,73856,test,factor2,27,6,0.6234054565429688
logcosh,4096,1,mlp,47,73856,test,factor2,14,0,0.2987518310546875
logcosh,4096,1,mlp,47,73856,test,factor2,14,6,0.3505096435546875
logcosh,4096,1,mlp,47,73856,test,factor2,27,0,0.6314163208007812
logcosh,4096,1,mlp,47,73856,test,factor2,27,6,0.625640869140625
logcosh,4096,1,mlp,11,73856,test,factor10,14,0,0.785491943359375
logcosh,4096,1,mlp,11,73856,test,factor10,14,6,0.8410568237304688
logcosh,4096,1,mlp,11,73856,test,factor10,27,0,0.9824295043945312
logcosh,4096,1,mlp,11,73856,test,factor10,27,6,0.9833297729492188
logcosh,4096,1,mlp,29,73856,test,factor10,14,0,0.78839111328125
logcosh,4096,1,mlp,29,73856,test,factor10,14,6,0.8442611694335938
logcosh,4096,1,mlp,29,73856,test,factor10,27,0,0.9837265014648438
logcosh,4096,1,mlp,29,73856,test,factor10,27,6,0.9832687377929688
logcosh,4096,1,mlp,47,73856,test,factor10,14,0,0.781463623046875
logcosh,4096,1,mlp,47,73856,test,factor10,14,6,0.8446807861328125
logcosh,4096,1,mlp,47,73856,test,factor10,27,0,0.9847793579101562
logcosh,4096,1,mlp,47,73856,test,factor10,27,6,0.9835968017578125
logcosh,4096,1,mlp,11,73856,test,raw_nmse,14,0,0.9932619014232221
logcosh,4096,1,mlp,11,73856,test,raw_nmse,14,6,0.9998152229251048
logcosh,4096,1,mlp,11,73856,test,raw_nmse,27,0,0.9897176738654158
logcosh,4096,1,mlp,11,73856,test,raw_nmse,27,6,0.977541273102127
logcosh,4096,1,mlp,29,73856,test,raw_nmse,14,0,0.9873188991930049
logcosh,4096,1,mlp,29,73856,test,raw_nmse,14,6,0.9996025356407556
logcosh,4096,1,mlp,29,73856,test,raw_nmse,27,0,0.9891099844225262
logcosh,4096,1,mlp,29,73856,test,raw_nmse,27,6,0.9774144083647351
logcosh,4096,1,mlp,47,73856,test,raw_nmse,14,0,0.9908719664692036
logcosh,4096,1,mlp,47,73856,test,raw_nmse,14,6,0.9996724588385122
logcosh,4096,1,mlp,47,73856,test,raw_nmse,27,0,0.9883758152091776
logcosh,4096,1,mlp,47,73856,test,raw_nmse,27,6,0.9773356237803269
logcosh,4096,1,mlp,11,73856,test,normalized_idiv,14,0,5.440609423360241
logcosh,4096,1,mlp,11,73856,test,normalized_idiv,14,6,6.579531691159595
logcosh,4096,1,mlp,11,73856,test,normalized_idiv,27,0,1.9597883521833281
logcosh,4096,1,mlp,11,73856,test,normalized_idiv,27,6,1.7202922438352097
logcosh,4096,1,mlp,29,73856,test,normalized_idiv,14,0,4.895180179858109
logcosh,4096,1,mlp,29,73856,test,normalized_idiv,14,6,6.695378128314804
logcosh,4096,1,mlp,29,73856,test,normalized_idiv,27,0,1.9090002842927694
logcosh,4096,1,mlp,29,73856,test,normalized_idiv,27,6,1.7249516545049273
logcosh,4096,1,mlp,47,73856,test,normalized_idiv,14,0,5.269968286125756
logcosh,4096,1,mlp,47,73856,test,normalized_idiv,14,6,6.266701640412438
logcosh,4096,1,mlp,47,73856,test,normalized_idiv,27,0,1.8648321540801671
logcosh,4096,1,mlp,47,73856,test,normalized_idiv,27,6,1.7308964657808246
logcosh,4096,1,mlp,11,73856,test_block,attention_nmse,14,0,0.10562941431999207
logcosh,4096,1,mlp,11,73856,test_block,attention_nmse,14,6,0.5583133697509766
logcosh,4096,1,mlp,11,73856,test_block,attention_nmse,27,0,0.5501968264579773
logcosh,4096,1,mlp,11,73856,test_block,attention_nmse,27,6,0.5120388269424438
logcosh,4096,1,mlp,29,73856,test_block,attention_nmse,14,0,0.08004309237003326
logcosh,4096,1,mlp,29,73856,test_block,attention_nmse,14,6,0.25089186429977417
logcosh,4096,1,mlp,29,73856,test_block,attention_nmse,27,0,0.5475484728813171
logcosh,4096,1,mlp,29,73856,test_block,attention_nmse,27,6,0.516694188117981
logcosh,4096,1,mlp,47,73856,test_block,attention_nmse,14,0,0.0912935808300972
logcosh,4096,1,mlp,47,73856,test_block,attention_nmse,14,6,0.3252609670162201
logcosh,4096,1,mlp,47,73856,test_block,attention_nmse,27,0,0.5453740954399109
logcosh,4096,1,mlp,47,73856,test_block,attention_nmse,27,6,0.5101892948150635
logcosh,4096,1,mlp,11,73856,test_block,output_nmse,14,0,1.049161672592163
logcosh,4096,1,mlp,11,73856,test_block,output_nmse,14,6,1.3604888916015625
logcosh,4096,1,mlp,11,73856,test_block,output_nmse,27,0,0.17779430747032166
logcosh,4096,1,mlp,11,73856,test_block,output_nmse,27,6,0.25384044647216797
